date,pollution_today,dew,temp,press,wnd_spd,snow,rain,pollution_yesterday
2010-02-21,125.75,-9.708333333333334,4.208333333333333,1013.2916666666665,14.585416666666667,0.0,0.0,178.5
2010-02-22,94.5,-7.791666666666668,0.08333333333333333,1018.5833333333335,20.10125,0.0,0.0,125.75
2010-02-23,166.5,-6.541666666666668,0.08333333333333333,1007.3333333333335,1.6554166666666668,0.0,0.0,94.5
2010-02-24,277.7083333333333,-2.5,4.375,1004.2083333333335,9.554999999999998,0.0,0.0,166.5
2010-02-25,169.625,-1.3333333333333333,3.9166666666666665,1015.625,21.90333333333333,0.0,0.0,277.7083333333333
2010-02-26,69.875,-6.791666666666668,1.8333333333333333,1020.875,35.40374999999999,0.0,0.0,169.625
2010-02-27,76.41666666666667,-6.375,-1.25,1019.5,18.317083333333333,0.4583333333333333,0.0,69.875
2010-02-28,83.58333333333333,-7.125,-0.125,1022.4166666666665,14.675416666666665,0.875,0.0,76.41666666666667
2010-03-01,57.91666666666666,-5.041666666666667,-2.5416666666666665,1022.8333333333335,42.01250000000001,1.2083333333333333,0.0,83.58333333333333
2010-03-02,90.08333333333331,-8.458333333333334,1.625,1021.1666666666665,23.54875,0.0,0.0,57.91666666666666
2010-03-03,157.875,-6.208333333333332,1.6666666666666667,1022.875,7.114583333333332,0.0,0.0,90.08333333333331
2010-03-04,186.08333333333331,-3.458333333333333,2.4166666666666665,1015.5,7.937083333333333,0.0,0.04166666666666666,157.875
2010-03-05,31.33333333333333,-20.33333333333333,0.5416666666666666,1026.9583333333333,50.30583333333334,0.0,0.0,186.08333333333331
2010-03-06,50.04166666666666,-17.333333333333332,-2.0,1033.6666666666667,31.55333333333333,0.0,0.0,31.33333333333333
2010-03-07,87.25,-10.25,-2.458333333333333,1035.25,11.643333333333333,0.04166666666666666,0.0,50.04166666666666
2010-03-08,48.33333333333334,-6.875,-3.333333333333333,1039.5,14.107500000000002,2.75,0.0,87.25
2010-03-09,18.0,-17.958333333333332,-3.375,1035.375,97.55083333333332,0.0,0.0,48.33333333333334
2010-03-10,59.58333333333334,-13.708333333333336,0.75,1021.375,11.470416666666667,0.0,0.0,18.0
2010-03-11,171.625,-7.791666666666668,2.208333333333333,1009.4166666666665,4.487500000000002,0.0,0.0,59.58333333333334
2010-03-12,49.20833333333334,-14.291666666666664,5.541666666666668,1017.4166666666665,26.338333333333324,0.0,0.0,171.625
2010-03-13,62.125,-9.75,2.875,1026.375,21.707916666666666,0.0,0.0,49.20833333333334
2010-03-14,83.875,-3.5416666666666665,0.25,1020.9166666666665,10.339999999999998,3.375,0.25,62.125
2010-03-15,64.5,-9.75,1.5833333333333333,1023.2083333333335,61.10291666666666,0.0,0.0,83.875
2010-03-16,64.25,-10.791666666666664,0.5,1023.2083333333335,4.0425,0.0,0.0,64.5
2010-03-17,40.79166666666666,-12.833333333333336,3.0,1026.3333333333333,16.018333333333334,0.0,0.0,64.25
2010-03-18,157.66666666666666,-3.2916666666666665,0.5833333333333334,1020.0416666666665,4.840833333333333,0.04166666666666666,0.0,40.79166666666666
2010-03-19,228.41666666666663,1.7916666666666667,4.375,1003.5,3.031666666666668,0.0,0.25,157.66666666666666
2010-03-20,203.04166666666663,-6.916666666666668,6.958333333333332,1008.375,83.04875,0.0,0.0,228.41666666666663
2010-03-21,68.91666666666667,-8.041666666666666,7.458333333333332,1013.75,18.905,0.0,0.0,203.04166666666663
2010-03-22,157.125,-8.0,8.625,1014.0416666666665,35.659583333333345,0.0,0.0,68.91666666666667
2010-03-23,52.125,-7.75,7.625,1020.9583333333335,28.82625,0.0,0.0,157.125
2010-03-24,62.83333333333334,-6.541666666666668,6.75,1022.3333333333335,20.000416666666666,0.0,0.25,52.125
2010-03-25,30.41666666666667,-11.0,4.375,1026.0416666666667,13.761666666666667,0.0,0.0,62.83333333333334
2010-03-26,67.70833333333333,-10.75,6.5,1019.0416666666665,9.479583333333332,0.0,0.0,30.41666666666667
2010-03-27,72.33333333333333,-8.541666666666666,5.875,1025.25,16.48458333333333,0.0,0.0,67.70833333333333
2010-03-28,71.79166666666667,-7.166666666666668,6.541666666666668,1026.4583333333333,14.474583333333335,0.0,0.0,72.33333333333333
2010-03-29,213.70833333333331,-0.20833333333333331,7.541666666666668,1023.4583333333335,11.344166666666665,0.0,0.4583333333333333,71.79166666666667
2010-03-30,215.08564814814807,6.5,8.5,1017.125,9.686666666666664,0.0,5.083333333333333,213.70833333333331
2010-03-31,141.4351851851852,1.6666666666666667,11.125,1014.4166666666665,10.892916666666665,0.0,0.04166666666666666,215.08564814814807
2010-04-01,28.04166666666667,-16.666666666666668,8.666666666666666,1020.125,123.8975,0.0,0.0,141.4351851851852
2010-04-02,30.75,-15.25,6.541666666666668,1020.375,38.605,0.0,0.0,28.04166666666667
2010-04-03,101.20833333333331,-7.416666666666668,7.916666666666668,1016.9166666666665,21.941666666666666,0.0,0.0,30.75
2010-04-04,123.5,-4.791666666666667,13.833333333333336,1009.625,7.189583333333334,0.0,0.0,101.20833333333331
2010-04-05,135.08333333333334,1.7083333333333333,10.916666666666664,1014.0,10.468749999999998,0.0,0.125,123.5
2010-04-06,20.375,-12.291666666666664,10.5,1025.3333333333333,17.059166666666666,0.0,0.0,135.08333333333334
2010-04-07,92.875,-5.916666666666668,11.916666666666664,1020.0416666666665,26.17,0.0,0.0,20.375
2010-04-08,106.0,0.875,14.583333333333336,1008.25,109.4975,0.0,0.0,92.875
2010-04-09,85.91666666666669,2.25,11.166666666666664,1011.4583333333335,19.20375,0.0,0.0,106.0
2010-04-10,36.208333333333336,-8.416666666666666,10.583333333333334,1017.625,17.637083333333337,0.0,0.0,85.91666666666669
2010-04-11,68.75,0.25,6.25,1017.0,49.27666666666665,0.0,0.875,36.208333333333336
2010-04-12,47.79166666666666,-6.208333333333332,7.083333333333332,1018.0,60.05666666666667,0.0,0.04166666666666666,68.75
2010-04-13,20.125,-16.708333333333332,6.375,1026.7916666666667,174.66083333333333,0.0,0.0,47.79166666666666
2010-04-14,56.79166666666666,-9.75,7.166666666666668,1026.3333333333333,8.605833333333333,0.0,0.0,20.125
2010-04-15,171.08333333333334,0.7083333333333334,6.083333333333332,1020.5833333333335,51.53916666666667,0.0,0.0,56.79166666666666
2010-04-16,211.0,2.75,8.583333333333334,1018.1666666666665,16.404583333333335,0.0,0.0,171.08333333333334
2010-04-17,147.58333333333334,3.375,8.583333333333334,1021.4166666666665,72.46874999999999,0.0,0.0,211.0
2010-04-18,232.625,6.458333333333332,13.541666666666664,1012.9166666666665,3.204166666666667,0.0,0.0,147.58333333333334
2010-04-19,211.125,7.958333333333332,14.208333333333336,1014.2083333333335,16.446250000000006,0.0,0.25,232.625
2010-04-20,82.83333333333333,4.0,13.875,1019.0833333333335,7.431250000000001,0.0,0.0,211.125
2010-04-21,39.583333333333336,2.208333333333333,12.041666666666664,1022.2083333333335,14.711666666666673,0.0,0.5,82.83333333333333
2010-04-22,39.41666666666666,5.333333333333333,9.458333333333334,1020.9583333333335,13.338333333333333,0.0,5.125,39.583333333333336
2010-04-23,33.166666666666664,-4.041666666666667,13.208333333333336,1020.3333333333335,10.785416666666665,0.0,0.0,39.41666666666666
2010-04-24,86.54166666666669,1.3333333333333333,16.791666666666668,1016.3333333333335,36.40500000000001,0.0,0.0,33.166666666666664
2010-04-25,87.5,6.541666666666668,13.833333333333336,1014.5833333333335,83.17208333333333,0.0,0.625,86.54166666666669
2010-04-26,13.375,-5.458333333333332,8.875,1013.5416666666665,24.72041666666667,0.0,0.04166666666666666,87.5
2010-04-27,24.66666666666667,-10.708333333333334,8.708333333333334,1009.2916666666665,138.90458333333336,0.0,0.0,13.375
2010-04-28,16.375,-9.583333333333334,10.5,1012.5833333333335,319.02708333333334,0.0,0.0,24.66666666666667
2010-04-29,18.666666666666668,-6.75,14.041666666666664,1013.2083333333335,90.69041666666668,0.0,0.0,16.375
2010-04-30,27.58333333333333,-5.708333333333332,18.375,1013.7916666666665,164.90583333333333,0.0,0.0,18.666666666666668
2010-05-01,69.375,-0.08333333333333333,20.83333333333333,1006.0833333333335,17.110416666666666,0.0,0.0,27.58333333333333
2010-05-02,78.04166666666667,0.375,23.875,1002.25,19.759583333333328,0.0,0.0,69.375
2010-05-03,109.875,3.25,19.666666666666668,1007.4583333333335,4.599166666666667,0.0,0.0,78.04166666666667
2010-05-04,137.29166666666666,11.625,19.666666666666668,1002.5416666666665,12.328333333333333,0.0,0.5,109.875
2010-05-05,125.45833333333331,9.708333333333334,18.83333333333333,998.25,66.08333333333333,0.0,0.5833333333333334,137.29166666666666
2010-05-06,18.95833333333333,0.25,20.625,1006.0,54.32083333333332,0.0,0.0,125.45833333333331
2010-05-07,96.41666666666669,2.4166666666666665,21.66666666666667,1003.3333333333335,38.77625,0.0,0.0,18.95833333333333
2010-05-08,128.29166666666666,6.5,19.541666666666668,1006.7916666666665,17.47125,0.0,0.0,96.41666666666669
2010-05-09,79.875,0.6666666666666666,17.291666666666668,1007.0833333333335,33.401666666666664,0.0,0.125,128.29166666666666
2010-05-10,47.45833333333334,-0.4583333333333333,16.833333333333332,1005.9583333333335,49.94708333333333,0.0,0.0,79.875
2010-05-11,16.041666666666668,2.0,17.958333333333332,1014.7083333333335,60.12125000000002,0.0,0.0,47.45833333333334
2010-05-12,43.66666666666666,5.958333333333332,17.416666666666668,1017.875,13.749166666666667,0.0,0.0,16.041666666666668
2010-05-13,67.33333333333333,6.125,18.70833333333333,1017.5,13.390833333333333,0.0,0.0,43.66666666666666
2010-05-14,136.125,9.291666666666666,18.0,1015.0,9.482499999999998,0.0,0.6666666666666666,67.33333333333333
2010-05-15,181.75,12.25,21.45833333333333,1012.5833333333335,8.511249999999999,0.0,0.0,136.125
2010-05-16,109.95833333333331,12.375,18.70833333333333,1014.0,63.30958333333334,0.0,1.5416666666666667,181.75
2010-05-17,69.375,13.291666666666664,16.458333333333332,1009.7083333333335,14.101666666666665,0.0,1.1666666666666667,109.95833333333331
2010-05-18,51.625,10.25,17.541666666666668,1002.0416666666665,19.48125,0.0,0.9583333333333334,69.375
2010-05-19,33.916666666666664,3.75,24.08333333333333,999.7916666666665,13.74375,0.0,0.0,51.625
2010-05-20,64.08333333333333,4.875,25.41666666666667,1004.7083333333335,13.891666666666667,0.0,0.0,33.916666666666664
2010-05-21,108.20833333333331,10.875,23.375,1007.0833333333335,19.445,0.0,0.0,64.08333333333333
2010-05-22,151.33333333333334,11.5,22.41666666666667,1005.7083333333335,7.576666666666667,0.0,0.0,108.20833333333331
2010-05-23,125.25,9.958333333333334,24.16666666666667,1000.5416666666665,7.597916666666666,0.0,0.04166666666666666,151.33333333333334
2010-05-24,45.79166666666666,7.333333333333332,23.41666666666667,1003.2083333333335,24.271666666666665,0.0,0.0,125.25
2010-05-25,33.208333333333336,3.9583333333333335,24.875,1010.375,8.234583333333331,0.0,0.0,45.79166666666666
2010-05-26,81.91666666666667,11.0,25.16666666666667,1012.8333333333335,22.11125,0.0,0.0,33.208333333333336
2010-05-27,85.35416666666667,14.541666666666664,20.83333333333333,1014.9583333333335,3.743333333333336,0.0,3.4166666666666665,81.91666666666667
2010-05-28,130.875,16.166666666666668,19.125,1009.7083333333335,4.023333333333333,0.0,7.458333333333332,85.35416666666667
2010-05-29,143.5,13.041666666666664,22.79166666666667,1004.875,6.329166666666665,0.0,0.0,130.875
2010-05-30,39.458333333333336,11.125,23.20833333333333,1007.1666666666665,9.515833333333333,0.0,0.04166666666666666,143.5
2010-05-31,84.41666666666667,13.291666666666664,21.83333333333333,1014.6666666666665,7.563333333333333,0.0,0.08333333333333333,39.458333333333336
2010-06-01,109.8875,14.416666666666664,20.875,1015.2083333333335,4.89625,0.0,0.125,84.41666666666667
2010-06-02,93.44583333333333,14.75,20.166666666666668,1016.0,3.296250000000001,0.0,0.4166666666666667,109.8875
2010-06-03,115.45833333333331,13.041666666666664,21.75,1017.3333333333335,8.21,0.0,0.0,93.44583333333333
2010-06-04,81.33904109589042,11.833333333333336,22.66666666666667,1015.2916666666665,13.441666666666665,0.0,0.0,115.45833333333331
2010-06-05,101.17123287671234,12.333333333333336,23.70833333333333,1012.0416666666665,12.120833333333335,0.0,0.0,81.33904109589042
2010-06-06,125.82876712328769,12.625,24.83333333333333,1011.125,16.62875,0.0,0.0,101.17123287671234
2010-06-07,137.95262557077626,15.208333333333336,25.33333333333333,1012.5416666666665,22.27666666666667,0.0,0.0,125.82876712328769
2010-06-08,158.09649122807016,12.708333333333336,25.75,1013.75,13.413333333333336,0.0,0.0,137.95262557077626
2010-06-09,83.8826754385965,12.083333333333336,25.5,1013.8333333333335,7.094166666666666,0.0,0.0,158.09649122807016
2010-06-10,49.875,14.625,21.125,1013.3333333333335,12.611666666666665,0.0,0.625,83.8826754385965
2010-06-11,86.83333333333331,15.458333333333336,21.375,1011.5416666666665,6.78125,0.0,0.0,49.875
2010-06-12,110.16666666666669,16.291666666666668,24.5,1007.7083333333335,7.152083333333333,0.0,0.125,86.83333333333331
2010-06-13,115.95833333333331,17.708333333333332,23.41666666666667,1005.2083333333335,23.972916666666666,0.0,0.6666666666666666,110.16666666666669
2010-06-14,83.66666666666667,18.08333333333333,24.0,1003.7083333333335,9.46,0.0,0.0,115.95833333333331
2010-06-15,146.375,18.791666666666668,26.66666666666667,1001.0416666666665,3.22125,0.0,0.04166666666666666,83.66666666666667
2010-06-16,93.91666666666669,18.70833333333333,25.33333333333333,1000.375,6.034583333333333,0.0,0.25,146.375
2010-06-17,36.66666666666666,17.458333333333332,19.70833333333333,1002.0833333333335,3.724166666666667,0.0,0.625,93.91666666666669
2010-06-18,67.08333333333333,17.041666666666668,21.79166666666667,1003.375,5.735833333333333,0.0,0.0,36.66666666666666
2010-06-19,94.5,18.08333333333333,24.41666666666667,1004.3333333333335,5.624166666666665,0.0,0.0,67.08333333333333
2010-06-20,80.5,16.041666666666668,27.91666666666667,1006.9166666666665,11.457083333333335,0.0,0.0,94.5
2010-06-21,74.20833333333333,15.375,25.66666666666667,1003.7083333333335,6.090000000000002,0.0,0.04166666666666666,80.5
2010-06-22,132.79166666666666,17.041666666666668,26.75,1004.75,19.64958333333333,0.0,0.04166666666666666,74.20833333333333
2010-06-23,90.70833333333331,10.958333333333336,25.95833333333333,1009.4583333333335,9.790416666666667,0.0,0.0,132.79166666666666
2010-06-24,76.83333333333333,13.041666666666664,26.08333333333333,1008.0,9.79875,0.0,0.0,90.70833333333331
2010-06-25,163.41666666666666,15.708333333333336,25.91666666666667,1008.0,8.94125,0.0,0.0,76.83333333333333
2010-06-26,173.41666666666663,16.583333333333332,26.16666666666667,1006.4583333333335,8.380833333333333,0.0,0.0,163.41666666666666
2010-06-27,117.95833333333331,15.625,25.75,1003.9583333333335,10.972916666666665,0.0,0.16666666666666666,173.41666666666663
2010-06-28,153.41666666666666,18.95833333333333,26.41666666666667,1001.7916666666665,12.792916666666667,0.0,0.0,117.95833333333331
2010-06-29,188.54166666666663,19.541666666666668,27.25,1002.9166666666665,13.892916666666665,0.0,0.0,153.41666666666666
2010-06-30,177.5,20.041666666666668,26.25,1002.6666666666665,7.805833333333332,0.0,0.0,188.54166666666663
2010-07-01,126.16666666666669,21.166666666666668,23.875,1000.375,5.384166666666666,0.0,1.5,177.5
2010-07-02,27.54166666666667,16.916666666666668,28.58333333333333,999.5833333333335,11.41708333333333,0.0,0.0,126.16666666666669
2010-07-03,68.95833333333333,19.125,30.5,999.7916666666665,9.049583333333333,0.0,0.0,27.54166666666667
2010-07-04,91.79166666666669,19.125,30.95833333333333,999.625,9.313333333333334,0.0,0.04166666666666666,68.95833333333333
2010-07-05,48.08333333333334,12.291666666666664,32.375,999.625,14.957916666666668,0.0,0.0,91.79166666666669
2010-07-06,25.58333333333333,9.666666666666666,32.875,1000.2083333333335,13.7625,0.0,0.0,48.08333333333334
2010-07-07,56.91666666666666,16.125,27.33333333333333,1004.25,9.423749999999998,0.0,0.0,25.58333333333333
2010-07-08,45.625,14.625,29.91666666666667,1005.625,8.997916666666667,0.0,0.0,56.91666666666666
2010-07-09,86.16666666666669,18.25,25.5,1006.25,12.385833333333327,0.0,1.0833333333333333,45.625
2010-07-10,80.875,19.791666666666668,21.66666666666667,1005.5416666666665,12.7275,0.0,3.208333333333333,86.16666666666669
2010-07-11,163.91666666666666,20.416666666666668,22.875,1004.5416666666665,23.10458333333333,0.0,0.6666666666666666,80.875
2010-07-12,120.95833333333331,20.416666666666668,22.875,1006.2916666666665,2.570416666666666,0.0,0.04166666666666666,163.91666666666666
2010-07-13,106.25,20.875,24.45833333333333,1009.4166666666665,7.860833333333333,0.0,0.4166666666666667,120.95833333333331
2010-07-14,129.29166666666666,21.70833333333333,25.20833333333333,1009.8333333333335,3.724166666666667,0.0,0.0,106.25
2010-07-15,195.91666666666663,21.83333333333333,24.08333333333333,1006.3333333333335,4.6012499999999985,0.0,0.375,129.29166666666666
2010-07-16,202.75,22.58333333333333,26.75,1004.3333333333335,8.736666666666666,0.0,0.125,195.91666666666663
2010-07-17,113.66666666666669,22.16666666666667,27.875,1005.9166666666665,8.998333333333333,0.0,0.04166666666666666,202.75
2010-07-18,156.04166666666666,22.58333333333333,28.25,1005.6666666666665,18.123333333333328,0.0,0.04166666666666666,113.66666666666669
2010-07-19,167.83333333333334,22.25,25.25,1006.3333333333335,35.432916666666664,0.0,1.25,156.04166666666666
2010-07-20,43.16666666666666,19.83333333333333,25.95833333333333,1003.4583333333335,15.047083333333333,0.0,0.5833333333333334,167.83333333333334
2010-07-21,70.83333333333333,21.625,27.04166666666667,1006.2083333333335,13.908333333333326,0.0,0.0,43.16666666666666
2010-07-22,163.45833333333334,23.45833333333333,28.25,1007.875,9.482083333333334,0.0,0.0,70.83333333333333
2010-07-23,173.54166666666663,23.45833333333333,29.83333333333333,1008.0833333333335,17.4525,0.0,0.0,163.45833333333334
2010-07-24,94.08333333333331,23.04166666666667,30.16666666666667,1010.0833333333335,25.11083333333333,0.0,0.0,173.54166666666663
2010-07-25,164.20833333333334,23.33333333333333,30.04166666666667,1009.6666666666665,23.897500000000004,0.0,0.0,94.08333333333331
2010-07-26,210.875,24.33333333333333,29.20833333333333,1008.125,9.574166666666663,0.0,0.0,164.20833333333334
2010-07-27,183.75,23.75,30.45833333333333,1004.375,23.506666666666664,0.0,0.0,210.875
2010-07-28,176.75,23.95833333333333,30.58333333333333,999.4583333333335,49.10625000000001,0.0,0.0,183.75
2010-07-29,197.58333333333331,26.20833333333333,30.20833333333333,996.2083333333335,21.2175,0.0,0.25,176.75
2010-07-30,214.91666666666663,25.25,27.875,998.8333333333335,6.125416666666665,0.0,0.125,197.58333333333331
2010-07-31,125.58333333333331,22.625,28.79166666666667,1000.125,14.372916666666667,0.0,0.25,214.91666666666663
2010-08-01,41.54166666666666,18.20833333333333,26.95833333333333,1008.2916666666665,12.51625,0.0,0.08333333333333333,125.58333333333331
2010-08-02,68.79166666666667,16.25,26.20833333333333,1008.0833333333335,8.676250000000001,0.0,0.0,41.54166666666666
2010-08-03,146.16666666666666,18.95833333333333,25.70833333333333,1002.5416666666665,9.093333333333328,0.0,0.0,68.79166666666667
2010-08-04,120.08333333333331,21.375,24.54166666666667,1003.0,15.0825,0.0,0.4166666666666667,146.16666666666666
2010-08-05,22.41666666666667,13.208333333333336,26.875,1008.0,57.57708333333334,0.0,0.0,120.08333333333331
2010-08-06,19.875,13.041666666666664,24.41666666666667,1015.2083333333335,69.77833333333332,0.0,0.0,22.41666666666667
2010-08-07,79.875,18.041666666666668,24.5,1010.875,15.551249999999998,0.0,0.25,19.875
2010-08-08,92.83333333333331,20.041666666666668,25.41666666666667,1004.125,8.830833333333333,0.0,0.9166666666666666,79.875
2010-08-09,238.16666666666663,22.41666666666667,27.29166666666667,1003.875,4.9191666666666665,0.0,0.0,92.83333333333331
2010-08-10,148.16666666666666,18.83333333333333,27.45833333333333,1006.25,11.811666666666667,0.0,0.0,238.16666666666663
2010-08-11,116.16666666666669,21.95833333333333,25.20833333333333,1004.9583333333335,21.687916666666666,0.0,0.25,148.16666666666666
2010-08-12,92.33333333333331,21.291666666666668,26.75,1001.1666666666665,4.766666666666667,0.0,0.0,116.16666666666669
2010-08-13,132.34842995169083,24.58333333333333,27.41666666666667,1000.9166666666665,7.115833333333333,0.0,0.08333333333333333,92.33333333333331
2010-08-14,136.34782608695653,13.416666666666664,29.375,999.4166666666665,22.92833333333333,0.0,0.0,132.34842995169083
2010-08-15,125.2173913043478,11.166666666666664,28.66666666666667,1004.3333333333335,19.66458333333333,0.0,0.0,136.34782608695653
2010-08-16,102.33635265700485,16.083333333333332,27.875,1006.75,11.190416666666666,0.0,0.0,125.2173913043478
2010-08-17,141.875,18.45833333333333,27.625,1007.8333333333335,34.385000000000005,0.0,0.0,102.33635265700485
2010-08-18,233.83333333333331,22.5,25.5,1010.1666666666665,41.35999999999999,0.0,2.0416666666666665,141.875
2010-08-19,110.16666666666669,21.33333333333333,24.625,1011.8333333333335,9.111666666666665,0.0,2.125,233.83333333333331
2010-08-20,119.25,22.16666666666667,26.45833333333333,1013.875,10.22625,0.0,0.0,110.16666666666669
2010-08-21,38.66666666666666,19.375,21.416666666666668,1012.0,15.162499999999996,0.0,4.458333333333333,119.25
2010-08-22,21.95833333333333,16.291666666666668,23.0,1013.1666666666665,10.671666666666667,0.0,0.20833333333333331,38.66666666666666
2010-08-23,79.375,18.666666666666668,23.70833333333333,1013.7083333333335,6.537500000000001,0.0,0.0,21.95833333333333
2010-08-24,132.375,19.416666666666668,24.33333333333333,1013.625,15.591666666666665,0.0,0.0,79.375
2010-08-25,87.625,17.625,23.04166666666667,1014.5416666666665,3.5933333333333333,0.0,0.0,132.375
